tconst,primaryTitle,startYear,runtimeMinutes,number_of_languages,budget,is_in_collection,release_month,popular_actors_count,rated_unknown,rated_R,rated_MA,rated_Unrated,rated_PG,rated_TV-14,rated_PG-13,rated_G,genre_Mystery,genre_Adventure,genre_Drama,genre_Action,genre_Comedy,genre_Documentary,genre_Thriller,genre_Romance,genre_Horror,genre_Crime,genre_unknown,AverageRating,rating_bins
tt3953420,King of Beasts,2018,86,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5.5,D
tt3954422,Crossing Over,2017,80,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.7,E
tt3954646,Ánimas,2018,83,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.8,E
tt3955246,Love Is Blind,2020,76,3,16000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.2,D
tt3956186,The Emerging Past Director's Cut,2017,90,2,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3.2,E
tt3956334,Ciao Ciao,2017,83,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.0,C
tt3956336,American Dresser,2018,97,3,2000000,0,9,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5.2,D
tt3957914,Origin Story,2018,106,4,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,B
tt3958964,Who Are You People?,2017,90,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.4,C
tt3959680,Homem-Carro,2018,73,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.4,C
tt3960240,The After Party,2018,120,21,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.7,D
tt3960696,Knowing Nothing Cold,2017,91,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2,B
tt3960820,Land,2018,111,7,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,C
tt3961860,On Thin Ice,2021,75,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.2,B
tt3962184,Hebbuli,2017,141,7,4486203,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6.7,C
tt3962296,The Gods,2017,100,3,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6.3,C
tt3962984,The Black Prince,2017,118,9,0,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.8,D
tt3963674,Insight,2021,80,15,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.4,E
tt3967508,I Want to Dance,2017,99,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.1,D
tt3967856,Okja,2017,120,30,50000000,0,6,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7.3,B
tt3967878,Illang: The Wolf Brigade,2018,139,27,16723043,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.9,D
tt3967976,Magical Girl Lyrical Nanoha: Reflection,2017,111,9,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,B
tt3968088,"Sophie Gold, the Diary of a Gold Digger",2018,96,2,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.1,D
tt3968196,Star Trek: Temporal Anomaly,2019,60,4,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.9,D
tt3971214,Rocket Club,2019,92,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.1,A
tt3972110,The Assault,2017,90,5,5500000,0,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.5,E
tt3973724,The Surrounding Game,2018,97,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.6,C
tt3975918,13: The Musical,2022,91,33,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.2,D
tt3976044,Rebirth,2020,99,8,12000,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3,E
tt3977848,Sky Sharks,2020,102,21,5920000,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.6,E
tt3978008,Deny Everything,2017,102,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.3,C
tt3978058,Strange Company,2021,67,6,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3.0,E
tt3978358,Tommy Battles the Silver Sea Dragon,2018,110,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,C
tt3979300,Magic Camp,2020,100,24,24000000,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.3,C
tt3980212,Sweet Lemon,2017,68,6,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.3,C
tt3980372,Courageous Love,2017,100,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.3,E
tt3980704,E.C.O.,2017,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.7,D
tt3982212,Saving Paradise,2021,102,9,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.0,C
tt3983360,L'ultimo sole della notte,2017,0,3,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,C
tt3983902,House by the Lake,2017,77,5,300000,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.5,E
tt3983996,Living Room Coffin,2018,82,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.3,C
tt3984282,Some Other Guys: The Story of the Big Three,2017,100,4,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.6,A
tt3984356,Only,2019,98,18,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.1,D
tt3984432,Ghost Source Zero,2017,95,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,E
tt3985430,Legionario,2017,80,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.4,C
tt3985628,11:23 - 09:59 (About Fear),2019,74,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.9,E
tt3985982,Mayflower II,2020,112,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,E
tt3986332,Canvas,2017,111,1,0,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.3,C
tt3986352,Blood River,2019,90,1,425000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,E
tt3986420,Trust,2021,94,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5.3,D
tt3986618,Le Miroir,2020,85,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.2,C
tt3986820,The Endless,2017,111,1,1000000,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.5,C
tt3989740,El Abuelo,2018,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.5,B
tt3991302,Rumble,2017,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6,E
tt3993886,All Day and a Night,2020,121,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.9,D
tt3994282,Slashening: The Final Beginning,2021,80,1,15000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6.6,C
tt3995464,Herschell Gordon Lewis' BloodMania,2017,96,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.1,E
tt3996044,Intruders,2017,90,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4.1,E
tt3996192,No Land's Man,2021,99,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.5,A
tt3996396,Yatra,2018,127,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7,B
tt3996820,August in Berlin,2017,99,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.9,A
tt3996898,Goethes Faust,2020,100,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.7,C
tt3997026,Boundary,2022,70,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8.7,A
tt4002136,Broken Memories,2017,90,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.6,C
tt4003022,A Sexplanation,2021,76,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7.6,B
tt4003070,Diamond Dust,2018,162,1,0,0,8,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,7.9,B
tt4003440,The House That Jack Built,2018,152,1,9800000,0,10,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6.8,C
tt4004842,The Last Train,2017,79,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.7,D
tt4006302,Level 16,2018,102,1,0,0,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6.1,C
tt4006526,Keep Talking,2017,80,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.5,A
tt4007276,Officer Involved,2017,96,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,C
tt4008566,La influencia,2019,99,1,4500000,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.6,E
tt4008864,Pink Cloud Syndrome,2018,80,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6,D
tt4009728,United Skates,2018,89,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,B
tt4010062,Doll Murder Spree,2017,55,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7,E
tt4011544,No Viajaré Escondida,2018,108,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,B
tt4011928,Wood Witch: The Awakening,2020,76,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6,E
tt4012230,Barney Burman's Wild Boar,2019,98,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6,E
tt4012424,The Movie of My Life,2017,113,1,0,0,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2,B
tt4012916,Green Ghost and the Masters of the Stone,2021,95,1,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,4.3,E
tt4015500,The Tale,2018,114,1,0,0,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.2,B
tt4016294,The Midas Touch,2020,110,1,400000,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.4,C
tt4016312,The Book of Vision,2020,95,1,0,0,7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.9,E
tt4016662,Helena,2018,96,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.8,D
tt4016674,108 Costuras,2018,110,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.6,E
tt4017332,Markham,2020,71,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,E
tt4018690,Pilot Error,2020,113,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.3,B
tt4019346,Brutal,2017,67,4,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.7,E
tt4022758,The Honor Farm,2017,74,5,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.7,E
tt4025798,The Tombs,2019,78,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.2,E
tt4026044,Genezis,2018,120,9,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.9,D
tt4027794,The Petal Pushers,2019,75,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4.2,E
tt4028464,The Innocents,2021,117,42,3400000,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.0,B
tt4029234,Day of the Stranger,2019,77,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5,E
tt4029412,Panama,2022,95,36,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.4,E
tt4030014,Who Is Arthur Chu?,2017,89,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,D
tt4030600,The Bye Bye Man,2017,96,32,7400000,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.3,E
tt4031126,Lycan,2017,87,7,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.2,E
tt4033204,Cut Off,2017,0,5,0,0,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7.1,B
tt4033358,Six Hours: Surviving Typhoon Yolanda,2019,62,4,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.6,B
tt4033630,Calendar Girl,2020,91,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,B
tt4034112,Alone,2017,70,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,B
tt4034930,Baker's Man,2017,75,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.2,E
tt4035198,Little Black Lie,2019,119,2,15000,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,8.7,A
tt4035304,Balash Tebusni,2018,100,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.7,D
tt4036488,Saving Banksy,2017,80,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8,C
tt4037876,Rafaël,2018,105,4,3200000,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.7,C
tt4038030,Ironwood,2017,69,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.5,C
tt4039842,Apocalypsis,2018,90,5,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,B
tt4041476,Ultimate Justice,2017,93,12,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.3,E
tt4042818,The Death & Life of John F. Donovan,2018,123,23,35000000,0,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1,C
tt4044896,Ayla,2017,86,5,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.2,E
tt4045444,Untitled (A Film),2017,85,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.6,B
tt4045894,Get the Girl,2017,87,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5.0,D
tt4047704,Wandering Hearts,2017,90,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.6,D
tt4048186,Crystal Inferno,2018,92,14,2342264,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3.6,E
tt4048342,The Passion of Paul Ross,2017,80,3,0,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8.4,A
tt4052050,He's Out There,2018,89,23,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.2,D
tt4052756,Origin Unknown,2020,94,12,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4.3,E
tt4054008,Blood Bound,2019,101,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0,E
tt4054382,White Night,2017,86,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.2,B
tt4054952,Fate/stay night [Heaven's Feel] I. presage flower,2017,120,24,0,1,10,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.4,B
tt4057146,I'll Be Next Door for Christmas,2018,100,10,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,D
tt4057720,"Ni tuyo, Ni mía",2020,92,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,C
tt4058836,I Spit on Your Grave: Deja Vu,2019,148,22,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.4,E
tt4059460,Hard Night Falling,2019,85,16,0,0,7,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3.4,E
tt4060006,No Estoy Loca,2018,116,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.8,D
tt4060024,Last of the Longnecks,2017,92,4,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.1,A
tt4060480,The Mix,2017,80,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.2,B
tt4060498,The Broken Ones,2017,80,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.3,B
tt4060544,Step Up China,2019,100,27,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,E
tt4061302,One Thing Left to Do,2017,115,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2,B
tt4061620,Firebird,2021,107,36,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.1,B
tt4064220,When the Bough Breaks: A Documentary About Postpartum Depression,2017,93,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8.5,A
tt4064488,Prayers to the Gods of Guerrilla Filmmaking,2019,121,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,8.4,A
tt4064912,Shine,2017,95,7,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.7,E
tt4065214,Wild Men,2017,90,3,98000,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4.9,E
tt4065382,The Head Thieves,2018,84,2,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.7,C
tt4065552,Tuntematon sotilas,2017,180,33,8000000,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7,B
tt4067062,Fallen Stars,2017,88,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5.5,D
tt4068576,The Nightingale,2018,136,30,0,0,8,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,7.3,B
tt4071412,"God Is Not Working on Sunday, Eh!",2020,82,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,B
tt4072296,Ruta Madre,2019,97,5,2000000,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4.6,E
tt4073304,The Attic,2017,72,3,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,D
tt4073318,Pink Heat,2020,79,3,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.8,E
tt4073682,Grain,2017,128,15,0,0,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,C
tt4073790,The Darkest Minds,2018,104,36,34000000,0,8,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,5.7,D
tt4073936,Ms. White Light,2019,97,9,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1,C
tt4074134,Raise Up: The World Is Our Gym,2017,80,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.5,A
tt4075688,Zero Weeks,2017,87,3,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.6,A
tt4076154,Weigh Down,2017,113,2,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.3,A
tt4076500,Future Language: The Dimensions of Von LMO,2018,90,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6,C
tt4078932,Aspirin for the Masses,2019,100,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8.4,A
tt4078934,LandLocked,2022,75,2,5000,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.8,C
tt4079554,Ojalá vivas tiempos interesantes,2017,110,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.9,D
tt4080400,"Fear, Love, and Agoraphobia",2018,90,4,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.9,D
tt4080666,Infestation,2020,78,7,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,E
tt4080812,The Screaming Silent,2020,107,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,E
tt4080956,A Prayer Before Dawn,2017,116,25,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.8,C
tt4081012,In Extremis,2017,93,6,3400000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.4,E
tt4081630,The Valet,2022,124,36,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6.7,C
tt4082314,Dark Sense,2019,93,6,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.7,E
tt4082402,The Invisible Worm,2017,82,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.8,B
tt4082644,Canaries,2017,84,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.7,E
tt4083682,Patient Seventeen,2017,68,5,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.6,E
tt4084954,The Whyte Album,2019,88,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.5,E
tt4085258,The Last Horsemen of New York,2018,79,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,B
tt4085314,The Secret Life of Girls,2017,83,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9.2,A
tt4085618,Toloka,2020,116,3,3504863,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.1,B
tt4086018,Charming,2018,85,38,20000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5.6,D
tt4087816,Interlaced,2018,92,4,500,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.3,E
tt4089412,Scent,2019,62,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.9,D
tt4094598,The Penguin Counters,2017,67,3,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.1,B
tt4095988,Time Trial,2017,82,8,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.4,C
tt4102722,The Night Watchmen,2017,80,13,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,5.3,D
tt4103470,Mistrust,2018,90,7,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.7,D
tt4103724,Forever My Girl,2018,108,27,3500000,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.6,C
tt4103990,12 Theses,2021,103,4,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.4,C
tt4104950,4:00am,2017,85,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4,C
tt4105584,Deep,2017,93,30,6000000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.1,E
tt4106264,Foreseen,2019,76,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.5,E
tt4106376,American Renegades,2017,106,33,66190000,0,12,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,5.4,D
tt4106514,The Postcard Killings,2020,104,32,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5.7,D
tt4108666,The Neon Spectrum,2017,90,4,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.6,C
tt4109242,Terror Eyes,2021,78,6,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.8,E
tt4109438,Heart of Africa,2020,90,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.1,B
