tconst,primaryTitle,startYear,runtimeMinutes,number_of_languages,budget,is_in_collection,release_month,popular_actors_count,rated_unknown,rated_R,rated_MA,rated_Unrated,rated_PG,rated_TV-14,rated_PG-13,rated_G,genre_unknown,genre_Comedy,genre_Adventure,genre_Horror,genre_Action,genre_Crime,genre_Documentary,genre_Drama,genre_Mystery,genre_Romance,genre_Thriller,AverageRating,rating_bins
tt18096416,Tsuyukusa,2022,95,4,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.3,1
tt18161664,Licht,2022,122,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,3
tt18162296,Sparta,2022,101,10,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.7,3
tt18164002,How Did We Get Here?,2022,90,12,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,3
tt1817232,Phineas and Ferb the Movie: Candace Against the Universe,2020,86,31,0,1,8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,7.1,3
tt18183648,El sistema K.E.OP/S,2022,119,4,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5.8,1
tt18184012,Love Mocktail 2,2022,140,10,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7.7,3
tt18184122,Redrum,2022,132,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8.1,4
tt18189414,La Pensie,2021,58,2,70000,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.5,4
tt1822260,Miracle on 42nd Street,2017,67,3,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.4,4
tt1822395,Dropa,2019,101,10,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.8,0
tt18224610,House of Darkness,2022,88,29,0,0,9,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4.6,0
tt18225290,Golden Land,2022,82,8,330000,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,3
tt18225554,Gods of Mexico,2022,97,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.6,3
tt18225736,The Deepest Cave,2022,50,13,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.7,2
tt18225948,Betsy & Irv,2022,16,1,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.9,3
tt18228744,Taliban Land,2022,75,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.6,3
tt18232546,Fire & Iceland,2022,65,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9.2,4
tt18235306,Love Life,2022,123,10,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.1,3
tt18238200,Noémie dit oui,2022,113,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,3
tt18245954,No Such Thing as Loyalty,2021,0,8,1000000,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.8,1
tt18246312,Tell Me About Your Darkness,2022,85,2,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.2,3
tt18247252,The Town of Ghosts,2022,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.7,0
tt18247254,Silver Bird and Rainbow Fish,2022,104,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.6,1
tt18247342,#Ikarus,2022,90,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.8,1
tt18247358,Amityville - The Resurgence,2022,83,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.9,4
tt1824932,Song Without a Name,2019,97,19,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,3
tt18250460,Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse,2022,79,18,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.4,1
tt18250780,Hot Blooded,2022,119,11,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5.9,1
tt18253390,Odata pentru totdeauna,2022,99,3,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.1,1
tt18253906,Prem Thai Gayo,2022,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.3,3
tt1825683,Black Panther,2018,134,50,200000000,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,7.3,3
tt18259430,Blood Sick Psychosis,2022,88,3,5000,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.4,4
tt18259760,Detective Dee: Murder in Chang'an,2021,0,8,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.8,3
tt18259846,SLR,2022,113,14,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.6,0
tt18263348,Hamel El Lakab,2022,118,3,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.8,1
tt18264266,Silip Sa Apoy,2022,106,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.6,1
tt18264980,Franklin,2022,91,2,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7.9,3
tt18265508,Finding Hope Home,2022,48,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.2,4
tt18266294,Ferryman,2021,90,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.5,3
tt18266996,Yi nian wei dan wei de lian ai,2021,103,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1
tt1826727,Life of the Party,2018,84,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.1,3
tt1826956,Operation Ragnarok,2018,89,14,2400000,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.2,0
tt18269838,Olivia Rodrigo: driving home 2 u (a SOUR film),2022,76,18,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,3
tt18270328,2022 Oscar Nominated Short Films: Live Action,2022,120,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.5,2
tt18270360,2022 Oscar Nominated Short Films: Animation,2022,96,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2
tt18270396,ParaSense: The Naked Experiments,2022,0,2,10000,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0,4
tt18270458,2022 Oscar Nominated Short Films: Documentary,2022,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8,3
tt18271950,Wrath: A Seven Deadly Sins Story,2022,0,3,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6.8,2
tt18272676,"Sex, Love, Misery: New New York",2022,68,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.4,4
tt18272852,Settembre,2022,110,2,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7,2
tt18272884,Padre Pio,2022,104,14,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.3,4
tt18273246,Rosanero,2022,96,2,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.6,1
tt18274054,Darklands,2022,104,3,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.9,3
tt18274178,Adam by Eve: A Live in Animation,2022,58,27,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,2
tt18275788,Fashion Babylon,2022,75,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.7,3
tt18277086,Hiraite,2021,121,10,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.5,2
tt18278322,Dirty Little Secret,2022,85,11,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.8,1
tt18278426,Remember Me Just Like This,2022,116,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.1,4
tt18278484,Holy Heist,2022,85,7,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.2,2
tt18280316,Relative,2022,72,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.7,4
tt18281018,Revolucija / Revolution,2022,72,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.4,2
tt18282216,Ultraviolette and the Blood-Spitters Gang,2021,74,10,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8,3
tt18282396,This Is Not Me,2022,71,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,3
tt18282484,Esther Newton Made Me Gay,2022,92,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,4
tt18282576,Gateways Grind,2022,80,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8,3
tt18284416,Margarethe von Trotta - Zeit der Frauen,2022,90,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.6,2
tt18285792,Marcel!,2022,93,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.1,1
tt18286510,Biffy Clyro: Cultural Sons of Scotland,2022,66,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.7,3
tt18286556,The Taste of Water,2022,107,2,50000,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.8,3
tt18286584,Arm Wrestler,2022,78,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.6,4
tt18289312,Quem tem medo?,2022,70,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.6,4
tt18289752,"Kinsenas, katapusan",2022,90,15,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,1
tt18290350,Angela Merkel - Im Lauf der Zeit,2022,90,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.7,2
tt18290670,Vampires in America,2022,84,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.9,0
tt18291400,My Blue Summer,2022,0,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.3,1
tt18291532,A French Revolution,2022,104,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,3
tt18292144,Mnogoetazhka,2022,99,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.7,2
tt18294880,Boeien!,2022,65,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,1
tt18295932,Bessmertnie,2022,104,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5,1
tt18298604,Giant Spider,2021,83,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.5,1
tt18298628,Super Bodyguard,2021,78,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.7,1
tt18302002,The Case for Heaven,2022,115,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.9,2
tt18304232,Home2Home,2022,111,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.4,3
tt18304552,Greed,2022,0,7,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,3
tt18305430,Dio è in pausa pranzo,2022,96,2,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2,2
tt18305570,Sweetling,2022,71,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.8,4
tt18305688,Dhuin,2022,50,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.4,4
tt18305714,Eikhoigi Yum,2022,89,2,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0,4
tt1830643,Death of Me,2020,94,25,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4.4,0
tt18307232,Plai. A Mountain Path,2022,75,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1,4
tt18307622,The Quest for Sleep,2022,74,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.2,2
tt18311162,Surrogate,2022,90,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.2,3
tt18311186,Cypress Hill: Insane in the Brain,2022,89,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,3
tt18315752,"From Meir, to Meir",2021,62,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8,3
tt18317064,Tori and Lokita,2022,88,17,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7,2
tt18317338,Hideout,2022,118,3,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5.8,1
tt18327658,S.O.S. Mamis: La Película,2022,0,5,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.8,0
tt18328030,Chop & Steele,2022,81,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.2,4
tt1833112,Zombie Lover,2021,91,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.5,1
tt1833116,The Informer,2019,113,48,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6.6,2
tt18334938,Killer Rivalry,2022,85,6,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.6,1
tt18335266,After Jackie,2022,87,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,3
tt18339626,Boy bastos,2022,116,11,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.5,2
tt18339640,The Wife,2021,100,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5,0
tt18340128,Rifftrax: Attack of the Super Monsters,2019,0,2,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.1,4
tt18341556,Off the Rails,2022,91,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.2,4
tt18342318,Invisible War,2022,0,9,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2,0
tt18345190,Crushed,2022,90,4,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.9,0
tt18347356,Gunin,2022,118,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.3,2
tt18349864,House Squatch,2022,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.6,0
tt18350242,I Love Greece,2022,90,2,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.0,2
tt18351318,Black Mambas,2022,81,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.9,3
tt18351990,Marvel & DC's War on God: The Antichrist Agenda,2022,150,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.6,2
tt18352672,Bahay na pula,2022,102,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.8,0
tt18357588,Fast & Feel Love,2022,132,26,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6.9,2
tt18358032,Stay with Me,2022,108,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5,0
tt18358540,Body God,2022,113,3,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.9,4
tt18361688,Samapaju Ra Raghu,2022,138,1,38000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.8,4
tt18361872,The World of Yesterday,2022,89,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.2,1
tt18362996,Cracked,2022,93,21,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.1,1
tt18363426,The Beauty of Blackness,2022,70,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.2,1
tt1836755,Born To Lead: The Sal Aunese Story,2017,90,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.9,2
tt18372308,Serve the People,2022,146,12,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.1,2
tt18374194,De allergrootste slijmfilm,2022,81,2,0,1,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.8,0
tt18375342,Pretty Young Sister,2020,64,5,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.1,4
tt18375590,Omar Sheriff,2022,65,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,4
tt1837683,Lady of the Damned Forest,2017,90,12,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.7,0
tt18377314,Mensajes Privados,2022,77,2,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.7,1
tt18377522,Una película póstuma,2022,83,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5,0
tt18377936,Bloody Mary,2022,91,7,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.0,2
tt18378296,Famous T&A 2,2022,90,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,7.2,3
tt18380842,Picando alante,2022,107,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,4
tt18382378,Nobody Knows Casper,2022,72,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1,4
tt1838556,Honest Thief,2020,99,48,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6.0,2
tt1838708,The Missing Link,2018,96,3,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.9,0
tt18393700,Mukhosh,2022,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.5,2
tt18394428,Titanic 666,2022,91,21,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3.8,0
tt18395238,Hyakka,2022,104,4,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.9,2
tt18396082,Outside,2022,79,6,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.2,3
tt18396450,Heimaland,2022,67,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2,3
tt18396866,Dead Zone,2022,83,24,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.7,0
tt18397006,The Dam,2022,80,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5,1
tt18408698,Into the Ice,2022,86,11,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2,3
tt18411542,The Chocolate War,2022,82,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2,3
tt18411940,Marina Abramovic & Ulay: No Predicted End,2022,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.3,3
tt18413736,Alli,2022,105,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.4,0
tt1842422,Mugworth,2018,70,3,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.8,1
tt1843303,The VelociPastor,2018,75,21,35000,0,8,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5.0,1
tt18436930,Un crimen argentino,2022,113,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.5,2
tt1844760,Radical,2017,0,2,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,5.6,1
tt18450678,The Impact,2022,142,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.3,3
tt18454132,Amityville in Space,2022,0,4,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.8,0
tt1846589,Hunter Killer,2018,121,49,40000000,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.6,2
tt18469780,Happy Birthday,2022,147,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.9,2
tt18469872,Amanda,2022,93,6,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.2,4
tt18482846,Voev,2022,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,4
tt1849772,Hoffmaniada,2018,78,33,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,2
tt18500636,Man on the Edge,2022,113,12,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5.1,1
tt18501954,A las mujeres de España. María Lejárraga,2022,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,4
tt18524154,The Adventures of Peanut and Pig,2022,75,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1
tt18526902,Dolphin Boy,2022,90,9,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6.6,2
tt18548702,The House in Between 2,2022,102,11,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.8,0
tt18550140,Holy Spider,2022,116,26,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7.2,3
tt18550182,R.M.N.,2022,125,13,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,3
tt18552648,Silver Spitfire - The Longest Flight,2022,89,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9.0,4
tt18554022,No Place Like Home,2022,68,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.5,3
tt18554252,The Great American Heist,2022,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8.2,4
tt18555320,Return to Space,2022,128,35,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.3,3
tt18556382,Legatii,2022,86,3,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2,0
tt18559276,Whose Children Are They?,2022,120,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.4,2
tt1856101,Blade Runner 2049,2017,164,56,150000000,1,10,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,8.0,4
tt18561072,Zack Hample vs. The World,2022,95,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8,3
tt18561246,Strangers to Peace,2022,88,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.1,4
tt18561380,Müjde,2022,48,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1,0
tt18561466,Gajab Thai Gayo !,2022,131,3,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7,3
tt18563148,Silverton Siege,2022,100,28,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6.3,2
tt18564292,No Woman No Try,2022,63,7,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.5,2
tt18565080,"Parasceve, Retrato De Una Semana Santa",2022,71,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.9,1
tt18568902,Kaun Pravin Tambe?,2022,134,7,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.4,4
tt18569506,An Eternity of You and Me,2022,75,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,4
tt18570412,Almost Love,2022,110,6,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.9,0
tt18570468,Celeb Five: Behind the Curtain,2022,55,25,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.8,0
tt1859618,1,2020,100,5,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.7,3
